0,1,2,3,4,5,6,7,8,9
2023 outside,"1,620.49","5,912.95","5,857.92",262.81,"68,503.29","82,157.46",,,
RFA/GW,,,,,,,,,
Net Change,15.16,-22.16,1.28,16.86,-11.14,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
India State of Forest Report 2023 (Volume 2),Chhattisgarh,,,,,,,,
,Figure 10.5.3 Forest Cover Map of Chhattisgarh,,,,,,,,
,,Forest Survey of India,55,,,,,,
Chhattisgarh,,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,3B/C1c Slightly moist teak forest,"3,716.66",6.59,,,,,,
2,3B/C2 Southern moist mixed deciduous forest,"8,755.37",15.52,,,,,,
3,3C/C2e (i) Moist peninsular high level sal,832.76,1.48,,,,,,
4,3C/C2e (ii) Moist peninsular low level sal,"9,296.76",16.48,,,,,,
5,3/E1 Terminalia tomentosa forest,18.97,0.03,,,,,,
6,3/2S1 Dry bamboo brakes,3.77,0.01,,,,,,
7,5A/C1b Dry teak forest,284.98,0.51,,,,,,
8,5A/C3 Southern dry mixed deciduous forest,"15,384.67",27.26,,,,,,
9,5B/C1c Dry peninsular sal forest,"8,692.08",15.40,,,,,,
10,5B/C2 Northern dry mixed deciduous forest,"7,387.48",13.09,,,,,,
11,5/DS1 Dry deciduous scrub,610.41,1.08,,,,,,
12,5/E9 Dry bamboo brakes,828.94,1.47,,,,,,
Sub Total,,"55,812.85",98.92,,,,,,
13,TOF/ Plantation,609.31,1.08,,,,,,
Total (Forest Cover & Scrub),,"56,422.16",100.00,,,,,,
*Forest Types have been assigned to the natural forest formations under forest cover and scrub categories shown in,,,,,,,,,
Table 10.5.10 District-wise Number of Forest Fire Detected,,,,,,,,,
,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,,
Sl. No.,District,,,,,,,,
,,during 2022-23,during 2023-24,,,,,,
1,Balod,99,119,,,,,,
2,Balodabazar Bhatapara,353,160,,,,,,
3,Balrampur,"1,470","1,012",,,,,,
4,Bastar,426,683,,,,,,
5,Bemetara,0,0,,,,,,
6,Bijapur,"2,940","5,018",,,,,,
7,Bilaspur,268,411,,,,,,
8,Dantewada,68,551,,,,,,
9,Dhamtari,511,463,,,,,,
10,Durg,0,0,,,,,,
11,Gariaband,"1,233",699,,,,,,
12,Gaurela Pendra Marwahi,148,49,,,,,,
13,Janjgir  Champa,228,80,,,,,,
14,Jashpur,"1,111",405,,,,,,
15,Kawardha (Kabirdham),449,180,,,,,,
16,Kondagaon,378,173,,,,,,
17,Korba,"1,413",772,,,,,,
18,Korea,"1,884",719,,,,,,
19,Mahasamund,830,428,,,,,,
20,Mungeli,158,136,,,,,,
21,Narayanpur,"1,466","2,316",,,,,,
22,Raigarh,"1,275",506,,,,,,
23,Raipur,28,17,,,,,,
24,Raj Nandgaon,901,623,,,,,,
25,Sukma,335,"1,671",,,,,,
26,Surajpur,789,543,,,,,,
27,Surguja,408,110,,,,,,
28,Uttar Bastar Kanker (Kanker),"1,137","1,106",,,,,,
,Total,"20,306","18,950",,,,,,
,Table 10.5.11 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,"2,265.19",4.01,,,,,,
2,Very highly fire prone,"10,453.80",18.53,,,,,,
3,Highly fire prone,"16,324.65",28.93,,,,,,
4,Moderately fire prone,"13,239.33",23.47,,,,,,
5,Less fire prone,"14,139.19",25.06,,,,,,
,Total,"56,422.16",100.00,,,,,,
*Forest Cover including Scrub.,,,,,,,,,
Table 10.5.12 Number of Trees and their Volume for Top 5 Species in,,,,,,,,,
RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Shorea robusta,"3,58,166",135.49,,,,,,
2,"C
l
e
i
stanthus collinus","1,07,787",10.60,,,,,,
3,Terminalia elliptica/ Terminalia crenulata,"91,627",30.53,,,,,,
4,Buchanania lanzan/ Buchanania latifolia,"80,170",7.46,,,,,,
5,Anogeissus latifolia/ Terminalia anogeissiana,"71,257",24.24,,,,,,
Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Shorea robusta,"84,852",20.454,,,,,,
2,Butea monosperma/ Butea frondosa,"39,090",4.843,,,,,,
3,Acacia Arabica/ Vachellia nilotica,"25,245",2.994,,,,,,
4,Mangifera indica,"24,428",26.138,,,,,,
5,Madhuca longifolia/ M. latifolia/ M. indica,"22,595",18.911,,,,,,
Chhattisgarh,,,,,,,,,
Sl. No.,,Species,Estimated Extent (km2),,,,,,
1,Lantana camara,,"2,117.14",,,,,,
2,Ageratum conyzoides,,"1,906.15",,,,,,
3,Cassia tora/ Senna tora,,"1,573.30",,,,,,
4,Chromolaena odorata,,694.80,,,,,,
5,"T
r
i
umfetta rhomboidea",,692.98,,,,,,
Geographical Area,,,,,,,,,
"1,483 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 28◦22’ N to 28◦54’ N,,,,,,,,,
Longitude 76◦48’ E to 77◦23’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
16.79 million,,,,,,,,,
Urban 16.37 million (97.50 %),,,,,,,,,
Rural 0.42 million (2.50 %),,,,,,,,,
Tribal Nill,,,,,,,,,
Average Population Density,,,,,,,,,
"11,320 per km2",,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
0.36 million,,,,,,,,,
No. of Districts,,,,,,,,,
11,,,,,,,,,
No. of Hill Districts,,,,,,,,,
0,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
0,,,,,,,,,
Table 10.6.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,148,,,,,,,,
Reporting area for land utilization,165.51,100.00,,,,,,,
Forests,19.50,11.78,,,,,,,
Not available for land cultivation,93.19,56.30,,,,,,,
Permanent pastures and other grazing lands,0.06,0.04,,,,,,,
Land under misc. tree crops and groves,1.18,0.71,,,,,,,
Culturable wasteland,9.89,5.98,,,,,,,
Fallow land other than current fallows,8.07,4.88,,,,,,,
Current fallows,11.73,7.09,,,,,,,
Net area sown,21.89,13.22,,,,,,,
Table 10.6.2 Forest Cover of Delhi,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,6.47,0.44,,,,,,,
MDF,53.55,3.61,,,,,,,
OF,135.26,9.12,,,,,,,
Total,195.28,13.17,,,,,,,
Scrub,2.39,0.16,,,,,,,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
Central Delhi,107,0.01,5.11,7.05,12.17,11.37,0.06,0.14,
East Delhi,32,0.00,0.29,1.64,1.93,6.03,-0.05,0.00,
New Delhi,156,2.71,13.84,32.09,48.64,31.18,-0.91,0.47,
North Delhi,291,0.02,5.34,6.36,11.72,4.03,0.60,0.05,
North-East Delhi,35,0.00,0.36,2.02,2.38,6.80,0.15,0.05,
North-West Delhi,154,0.08,2.88,2.76,5.72,3.71,-0.29,0.00,
Shahdara,34,0.00,0.25,0.65,0.90,2.65,-0.01,0.00,
South Delhi,159,2.99,13.95,53.95,70.89,44.58,0.90,1.60,
South-East Delhi,101,0.66,4.65,14.23,19.54,19.35,-0.44,0.00,
South-West Delhi,283,0.00,3.24,9.41,12.65,4.47,0.50,0.08,
West Delhi,131,0.00,3.64,5.10,8.74,6.67,-0.59,0.00,
Grand Total,"1,483",6.47,53.55,135.26,195.28,13.17,-0.08,2.39,
,*Area figure calculated without normalization factor.,,,,,,,,
,,,,2023 Assessment inside RFA/GW,,,,,Total ISFR
,,,,,,,,,2021 inside
Class,,,,,,,,,
,VDF,,MDF,OF,,Scrub,NF,,RFA / GW
,,,,,,,,,Raster based*
VDF,,4.02,0.04,,0.00,0.00,,0.00,4.06
MDF,,0.00,18.20,,0.55,0.00,,0.00,18.75
OF,,0.00,0.00,,47.65,0.00,,0.00,47.65
Scrub,,0.00,0.00,,0.00,0.30,,0.00,0.30
NF,,0.00,0.00,,1.74,1.21,,23.26,26.21
Total ISFR,,,,,,,,,
2023 inside,,4.02,18.24,,49.94,1.51,,23.26,96.97
RFA /GW,,,,,,,,,
Net Change,,-0.04,-0.51,,2.29,1.21,,-2.95,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.6.6 Forest Cover Change Matrix Outside RFA/GW for Delhi,,,,,,,,
,between 2021 Raster based & 2023 Assessments,,,,,,,,
,,,,,,,,(km2),
,,,,2023 Assessment outside RFA/GW,,,,Total ISFR,
,,,,,,,,2021 outside,
Class,,,,,,,,,
,VDF,,MDF,OF,,Scrub,NF,RFA / GW,
,,,,,,,,Raster based*,
VDF,,2.37,0.29,,0.00,0.00,0.00,2.66,
MDF,,0.08,35.02,,1.73,0.00,0.91,37.74,
OF,,0.00,0.00,,83.59,0.03,0.88,84.50,
Scrub,,0.00,0.00,,0.00,0.18,0.00,0.18,
NF,,0.00,0.00,,0.00,0.67,"1,260.28","1,260.95",
Total ISFR,,,,,,,,,
2023 outside,,2.45,35.31,,85.32,0.88,"1,262.07","1,386.03",
RFA/GW,,,,,,,,,
Net Change,,-0.21,-2.43,,0.82,0.70,1.12,,
*Area figure calculated without normalization factor.,,,,,,,,,
,,,DELHI,,,,,,
,,Figure 10.6.3 Forest Cover Map of Delhi,,,,,,,
64,Forest Survey of India,,,,,,,,
Table 10.6.10 District-wise Number of Forest Fire Detected,,,,,,,,,
,,,SNPP-VIIRS Detection,SNPP-VIIRS Detection,,,,,
Sl. No.,,District,,,,,,,
,,,during 2022-23,during 2023-24,,,,,
1,Central Delhi,,1,0,,,,,
2,East Delhi,,2,0,,,,,
3,New Delhi,,1,3,,,,,
4,North Delhi,,2,1,,,,,
5,North-East Delhi,,0,1,,,,,
6,North-West Delhi,,0,0,,,,,
7,Shahdara,,0,0,,,,,
8,South Delhi,,0,9,,,,,
9,South-East Delhi,,0,1,,,,,
10,South-West Delhi,,1,1,,,,,
11,West Delhi,,0,0,,,,,
,Total,,7,16,,,,,
,Table 10.6.11 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,0.00,0.00,,,,,,
2,Very highly fire prone,0.00,0.00,,,,,,
3,Highly fire prone,0.00,0.00,,,,,,
4,Moderately fire prone,0.00,0.00,,,,,,
5,Less fire prone,197.67,100.00,,,,,,
,Total,197.67,100.00,,,,,,
*Forest Cover including Scrub.,,,,,,,,,
Table 10.6.12 Number of Trees and their Volume for Top 5 Species in,,,,,,,,,
RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Prosopis juliflora/ Neltuma juliflora,544,0.20,,,,,,
2,Acacia lenticularis/ Senegalia lenticularis,139,0.01,,,,,,
3,Azadirachta indica,62,0.03,,,,,,
4,Cassia fistula,55,0.02,,,,,,
5,Leucaena leucocephala,55,0.01,,,,,,
Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Prosopis juliflora/ Neltuma juliflora,"1,136",0.060,,,,,,
2,Azadirachta indica,257,0.056,,,,,,
3,Leucaena leucocephala,241,0.015,,,,,,
4,"F
i
cus species",110,0.006,,,,,,
5,Morus species,106,0.013,,,,,,
Urban Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Leucaena leucocephala,817,0.091,,,,,,
2,Prosopis juliflora/ Neltuma juliflora,709,0.055,,,,,,
3,Polyalthia longifolia/ Monoon longifolium,626,0.041,,,,,,
4,Azadirachta indica,505,0.212,,,,,,
5,"F
i
cus species",397,0.028,,,,,,
Delhi,,,,,,,,,
Sl. No.,,Species,Estimated Extent (km2),,,,,,
1,Prosopis juliflora,,9.21,,,,,,
2,Lantana camara,,6.22,,,,,,
3,Cassia tora/ Senna tora,,1.35,,,,,,
4,"T
r
i
umfetta rhomboidea",,1.35,,,,,,
5,Parthenium hysterophorus,,0.69,,,,,,
Geographical Area,,,,,,,,,
"3,702 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 14◦53’ N to 15◦40’ N,,,,,,,,,
Longitude 73◦40’ E to 74◦21’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
1.46 million,,,,,,,,,
Urban 0.91 million (62.17 %),,,,,,,,,
Rural 0.55 million (37.83 %),,,,,,,,,
Tribal 0.15 million (10.23 %),,,,,,,,,
Average Population Density,,,,,,,,,
394 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
0.15 million,,,,,,,,,
No. of Districts,,,,,,,,,
2,,,,,,,,,
No. of Hill Districts,,,,,,,,,
0,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
0,,,,,,,,,
Table 10.7.1 Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,370,,,,,,,,
Reporting area for land utilization,361.11,100.00,,,,,,,
Forests,125.47,34.75,,,,,,,
Not available for land cultivation,93.83,25.99,,,,,,,
Permanent pastures and other grazing lands,1.30,0.36,,,,,,,
Land under misc. tree crops and groves,0.58,0.16,,,,,,,
Culturable wasteland,4.78,1.32,,,,,,,
Fallow land other than current fallows,3.77,1.04,,,,,,,
Current fallows,4.71,1.30,,,,,,,
Net area sown,126.67,35.08,,,,,,,
Table 10.7.2 Forest Cover of Goa,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,555.46,15.00,,,,,,,
MDF,589.43,15.92,,,,,,,
OF,"1,120.83",30.28,,,,,,,
Total,"2,265.72",61.20,,,,,,,
Scrub,21.69,0.59,,,,,,,
,,,Area as per,,,,,,
Sl.,,Name of Urban Local,,Very,Mod.,,Total,Cover,
,,,Digitized,,,Open,,,Scrub
No.,,Body,,Dense,Dense,,Forest,w.r.t.,
,,,Boundary*,,,Forest,,,
,,,,Forest,Forest,,Cover,Area of,
,,,,,,,,Digitized,
,,,,,,,,Boundary,
1.,Canacon,,17.93,0.00,3.15,6.68,9.83,54.82,0.00
2.,Panjim,,8.13,0.00,0.28,0.88,1.16,14.27,0.00
3.,Ponda,,3.16,0.00,0.16,0.65,0.81,25.63,0.00
4.,Quepem,,19.68,0.00,1.56,5.14,6.70,34.04,0.59
,Grand Total,,48.90,0.00,5.15,13.35,18.50,37.83,0.59
*Shapefile of digitized boundary as provided by Directorate Municipal Administration / Urban Development.,,,,,,,,,
,,GOA,,,,,,,
,10.7.2  Forest  Cover Inside and Outside Recorded Forest Area,,,,,,,,
,(or Green Wash),,,,,,,,
,The Forest Cover inside and outside Recorded Forest Area (RFA) has been analysed in different,,,,,,,,
,categories and presented in table given below.,,,,,,,,
,Table 10.7.5 Forest Cover Inside and Outside Recorded Forest Area,,,,,,,,
,(or Green Wash) in Goa,,,,,,,,
,,( km2),,,,,,,
,Forest Cover Inside the Recorded Forest Area,Forest Cover Outside the Recorded Forest Area,,,,,,,
,(or Green Wash),(or Green Wash),,,,,,,
,"VDF
MDF
OF
Total","VDF
MDF
OF
Total",,,,,,,
532.61,"340.31
351.01","22.85
249.12
769.82",,,,,,,
,"1,223.93","1,041.79",,,,,,,
43.52%,"27.80%
28.68%","2.19%
23.91%
73.90%",,,,,,,
"*
I
n","case of Goa, RFA boundaries have been used.",,,,,,,,
,Figure 10.7.2 Forest Cover Inside and Outside of RFA in Goa,,,,,,,,
"70
Forest Survey of India",,,,,,,,,
,Table 10.7.6 Forest Cover Change Matrix Inside RFA/GW for Goa,,,,,,,,
,between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,,(km2),,
,,,2023 Assessment inside RFA/GW,,,,Total ISFR,,
,,,,,,,2021 inside,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,,RFA / GW,,
,,,,,,,Raster based*,,
VDF,505.30,12.42,0.32,0.00,,0.15,518.19,,
MDF,25.81,294.91,5.04,0.00,,0.09,325.85,,
OF,1.48,32.97,344.61,0.39,,0.58,380.03,,
Scrub,0.00,0.00,0.00,0.00,,0.00,0.00,,
NF,0.02,0.01,1.04,4.30,,97.04,102.41,,
Total ISFR,,,,,,,,,
2023 inside,532.61,340.31,351.01,4.69,,97.86,"1,326.48",,
RFA /GW,,,,,,,,,
Net Change,14.42,14.46,-29.02,4.69,,-4.55,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.7.9 Forest Cover in Different Slope Classes in Goa,,,,,,,,
,,,,,,(km2),,,
Slope,Calculated,,,,,,,,
,,VDF,MDF,OF,Total,Scrub,,,
(in degrees),Area by SoI,,,,,,,,
0-5,"1,918",96.52,209.41,482.53,788.46,13.24,,,
5-10,795,124.55,153.10,297.75,575.40,6.05,,,
10-15,463,122.86,110.34,168.76,401.96,1.68,,,
15-20,273,97.51,68.22,89.35,255.08,0.39,,,
20-25,136,58.14,30.73,42.53,131.40,0.07,,,
25-30,64,30.12,11.42,21.09,62.63,0.06,,,
>30,53,25.76,6.21,18.82,50.79,0.20,,,
Total,"3,702",555.46,589.43,"1,120.83","2,265.72",21.69,,,
"(based on SRTM, Digital Elevation Model, 30 m, 2016).",,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,1A/C4 West Coast tropical evergreen forest,499.22,21.83,,,,,,
2,2A/C2 West Coast semi-evergreen forest,480.17,20.99,,,,,,
3,3B/C2 Southern moist mixed deciduous forest,941.90,41.18,,,,,,
4,4B/TS2  Mangrove forest,29.12,1.27,,,,,,
5,5/E7 Laterite thorn forest,0.52,0.02,,,,,,
Sub Total,,"1,950.93",85.29,,,,,,
6,TOF/ Plantation,336.48,14.71,,,,,,
Total (Forest Cover & Scrub),,"2,287.41",100.00,,,,,,
*Forest Types have been assigned to the natural forest formations under forest cover and scrub categories shown in,,,,,,,,,
,Table 10.7.12 Forest Fire Prone Classes,,,,,,,,
Sl. No.,Forest Fire Prone Classes,Forest Cover*,% of Total Forest Cover,,,,,,
1,Extremely fire prone,0.73,0.03,,,,,,
2,Very highly fire prone,0.00,0.00,,,,,,
3,Highly fire prone,0.00,0.00,,,,,,
4,Moderately fire prone,68.09,2.98,,,,,,
5,Less fire prone,"2,218.59",96.99,,,,,,
,Total,"2,287.41",100.00,,,,,,
*Forest Cover including Scrub.,,,,,,,,,
Table 10.7.13 Number of Trees and their Volume for Top 5 Species in,,,,,,,,,
RFA,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Terminalia paniculata,"10,066",4.66,,,,,,
2,Xylia xylocarpa,"4,230",1.14,,,,,,
3,Terminalia elliptica/ Terminalia crenulata,"4,038",1.43,,,,,,
4,Anacardium occidentale,"2,955",0.29,,,,,,
5,Careya arborea,"2,363",0.81,,,,,,
Rural Area,,,,,,,,,
Sl. No.,Species,No. of Trees (in ‘000),Volume (M m3),,,,,,
1,Areca triandra,"10,138",0.274,,,,,,
2,Anacardium occidentale,"4,674",0.415,,,,,,
3,Cocos nucifera,"3,922",0.624,,,,,,
4,Acacia auriculiformis,"2,117",0.085,,,,,,
5,Terminalia paniculata,"1,221",0.169,,,,,,
Geographical Area,,,,,,,,,
"1,96,244 km2",,,,,,,,,
Geographical Coordinates,,,,,,,,,
Latitude 20◦07’ N to 24◦43’ N,,,,,,,,,
Longitude 68◦10’ E to 74◦29’ E,,,,,,,,,
Population (as per Census 2011),,,,,,,,,
60.44 million,,,,,,,,,
Urban 25.74 million (42.60 %),,,,,,,,,
Rural 34.70 million (57.40 %),,,,,,,,,
Tribal 8.92 million (14.75 %),,,,,,,,,
Average Population Density,,,,,,,,,
308 per km2,,,,,,,,,
Livestock Population,,,,,,,,,
(as per 19th Livestock Census),,,,,,,,,
27.12 million,,,,,,,,,
No. of Districts,,,,,,,,,
33,,,,,,,,,
No. of Hill Districts,,,,,,,,,
0,,,,,,,,,
No. of Tribal Districts,,,,,,,,,
9,,,,,,,,,
Table 10.8.1  Land Use Pattern,,,,,,,,,
Land Use Types,Area (in ‘000 ha),Percentage,,,,,,,
Geographical Area,"19,624",,,,,,,,
Reporting area for land utilization,"18,810.21",100.00,,,,,,,
Forests,"2,051.60",10.91,,,,,,,
Not available for land cultivation,"3,542.16",18.83,,,,,,,
Permanent pastures and other grazing lands,788.22,4.19,,,,,,,
Land under misc. tree crops and groves,10.02,0.05,,,,,,,
Culturable wasteland,"1,917.35",10.19,,,,,,,
Fallow land other than current fallows,119.82,0.65,,,,,,,
Current fallows,660.91,3.51,,,,,,,
Net area sown,"9,720.13",51.67,,,,,,,
Table 10.8.2 Forest Cover of Gujarat,,,,,,,,,
,,(km2),,,,,,,
Class,Area,%  of Calculated Area by SoI,,,,,,,
VDF,419.71,0.21,,,,,,,
MDF,"4,902.20",2.50,,,,,,,
OF,"9,694.73",4.94,,,,,,,
Total,"15,016.64",7.65,,,,,,,
Scrub,"2,029.95",1.03,,,,,,,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
Ahmedabad,"7,250",0.00,9.00,106.20,115.20,1.59,20.97,28.37,
Amreli,"7,320",0.12,68.51,212.11,280.74,3.84,23.55,66.04,
Anand,"3,177",0.00,8.49,47.52,56.01,1.76,22.68,1.77,
Arvalli,"3,151",0.86,63.13,215.55,279.54,8.87,17.13,32.57,
Banaskantha,"10,775",0.00,343.49,469.02,812.51,7.54,-4.67,133.25,
Bharuch,"6,507",0.00,51.27,247.71,298.98,4.59,11.93,17.83,
Bhavnagar,"8,501",0.00,46.87,256.12,302.99,3.56,44.80,82.68,
Botad,"2,482",0.00,0.26,12.32,12.58,0.51,-1.14,5.51,
Chhotaudepur,"3,454",0.00,121.01,332.80,453.81,13.14,-13.02,8.07,
Dahod,"3,645",0.43,105.34,336.77,442.54,12.14,-30.52,25.38,
Dang,"1,770",209.76,703.05,352.28,"1,265.09",71.47,-88.94,9.00,
Devbhumi,,,,,,,,,
,"6,347",0.00,28.05,172.69,200.74,3.16,19.18,41.19,
Dwarka,,,,,,,,,
Gandhinagar,"2,104",0.00,17.38,97.37,114.75,5.45,23.09,15.05,
Gir Somnath,"2,646",0.01,35.47,227.35,262.83,9.93,14.50,19.85,
Jamnagar,"7,608",0.00,51.62,257.35,308.97,4.06,-6.19,88.57,
Junagadh,"6,148",61.92,881.83,582.78,"1,526.53",24.83,7.74,71.85,
Kachchh,"45,646",0.04,278.38,"2,453.48","2,731.90",5.98,237.78,958.59,
Kheda,"3,442",0.00,6.95,54.66,61.61,1.79,12.11,19.92,
Mahesana,"4,422",0.00,12.96,168.66,181.62,4.11,26.60,22.15,
Mahisagar,"2,512",0.03,69.65,224.15,293.83,11.70,-10.13,28.45,
Morbi,"4,983",0.00,3.44,142.99,146.43,2.94,10.16,25.09,
Narmada,"2,818",19.74,417.48,416.96,854.18,30.31,-68.46,23.00,
Navsari,"2,230",17.07,110.90,205.65,333.62,14.96,-1.90,9.41,
Panchmahals,"3,282",0.00,119.10,273.01,392.11,11.95,-27.31,21.15,
Patan,"5,789",0.00,11.62,100.95,112.57,1.94,21.89,41.94,
Porbandar,"2,312",0.00,21.56,122.29,143.85,6.22,16.97,38.74,
,,,,,,%  of Cal-,,,
,,,,,,,w.r.t.,,
,Calculated,Very,Mod.,,,culated,,,
District,,,,Open,,,2021,Scrub,
,Area by SoI,Dense,Dense,,Total,Area by,,,
,,,,Forest,,,Raster,,
,,Forest,Forest,,,SoI,,,
,,,,,,,based*,,
Rajkot,"7,677",0.00,1.02,59.05,60.07,0.78,6.26,21.96,
Sabarkantha,"4,254",27.83,251.42,280.42,559.67,13.16,18.41,77.01,
Surat,"4,565",4.62,277.32,213.92,495.86,10.86,-1.36,13.07,
Surendranagar,"9,186",0.00,10.58,134.75,145.33,1.58,11.24,36.60,
Tapi,"3,139",77.28,431.39,208.77,717.44,22.86,-79.60,5.57,
Vadodara,"4,094",0.00,19.70,131.32,151.02,3.69,28.31,19.38,
Valsad,"3,008",0.00,323.96,577.76,901.72,29.98,-81.99,20.94,
Grand Total,"1,96,244",419.71,"4,902.20","9,694.73","15,016.64",7.65,180.07,"2,029.95",
*Area figure calculated without normalization factor.,,,,,,,,,
,,,2023 Assessment inside RFA/GW,,,Total ISFR,,,
,,,,,,2021 inside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,351.16,1.36,1.07,0.00,2.64,356.23,,,
MDF,44.63,"3,788.02",54.00,5.08,69.75,"3,961.48",,,
OF,4.48,150.84,"4,523.04",60.31,394.71,"5,133.38",,,
Scrub,0.00,3.44,250.47,697.05,179.17,"1,130.13",,,
NF,0.04,4.51,212.81,76.89,"19,478.53","19,772.78",,,
Total ISFR,,,,,,,,,
2023 inside,400.31,"3,948.17","5,041.39",839.33,"20,124.80","30,354.00",,,
RFA /GW,,,,,,,,,
Net Change,44.08,-13.31,-91.99,-290.80,352.02,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,Table 10.8.7 Forest Cover Change Matrix Outside RFA/GW for,,,,,,,,
,Gujarat between 2021 Raster based and 2023 Assessments,,,,,,,,
,,,,,,(km2),,,
,,,2023 Assessment outside RFA/GW,,,Total ISFR,,,
,,,,,,2021 outside,,,
Class,,,,,,,,,
,VDF,MDF,OF,Scrub,NF,RFA / GW,,,
,,,,,,Raster based*,,,
VDF,18.14,0.03,0.05,0.00,0.40,18.62,,,
MDF,1.08,871.88,16.73,9.50,56.33,955.52,,,
OF,0.18,47.65,"3,623.80",84.94,654.77,"4,411.34",,,
Scrub,0.00,4.09,354.69,893.61,498.38,"1,750.77",,,
NF,0.00,30.38,658.07,202.57,"1,57,862.73","1,58,753.75",,,
Total ISFR,,,,,,,,,
2023 outside,19.40,954.03,"4,653.34","1,190.62","1,59,072.61","1,65,890.00",,,
RFA/GW,,,,,,,,,
Net Change,0.78,-1.49,242.00,-560.15,318.86,,,,
*Area figure calculated without normalization factor.,,,,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
1,3B/C1b Moist teak forest,793.43,4.65,,,,,,
2,3B/C1c Slightly moist teak forest,661.71,3.88,,,,,,
3,3B/C2 Southern moist mixed deciduous forest,998.09,5.86,,,,,,
4,4B/TS1 Mangrove scrub,646.55,3.79,,,,,,
5,4B/TS2  Mangrove forest,630.76,3.70,,,,,,
6,5A/C1a Very dry teak forest,3.06,0.02,,,,,,
7,5A/C1b Dry teak forest,26.38,0.15,,,,,,
8,5A/C3 Southern dry mixed deciduous forest,718.60,4.22,,,,,,
9,5B/C2 Northern dry mixed deciduous forest,351.17,2.06,,,,,,
10,5/DS1 Dry deciduous scrub,72.99,0.43,,,,,,
,,,(km2),,,,,,
,,,% of the total,,,,,,
Sl. No.,Forest Type,Area,,,,,,,
,,,mapped area*,,,,,,
11,5/DS4 Dry grass land,2.73,0.02,,,,,,
12,5/E1 Anogeissus pendula forest,58.02,0.34,,,,,,
13,5/E2 Boswellia forest,91.11,0.53,,,,,,
