"result_container--right-title","result_container--right-title href","result_container--right-location","result_container--right-location href","result_container--right-location 2","result_container--right-location 3","result_container--right-location href 2","result_container--right-location 4","result_container--right-contactname","result_container--right-contactno","result_container--right-desc","result_container--right-desc 2","product-margin"
"SUPRAVENI CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/supraveni-chemicals-pvtltd-bangalore-133181.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560067","https://www.indianindustriesdirectory.com/pincode/bangalore/560067/chemicals.html",",INDIA","Contact Person:","Tel No. 080 - 28455690","Chemical Manufacturers & Dealers.","...More","Send Enquiry"
"INTERNATIONAL AGENCIES","https://www.indianindustriesdirectory.com/companyinfo/international-agencies-mumbai-125331.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400003","https://www.indianindustriesdirectory.com/pincode/mumbai/400003/chemicals.html",",INDIA","Contact Person: MR. ATUL SHETH","Tel No.  - 9867331729","Dealers of Chemicals, Bearing, Ball Bearing, Roller Ball Bearing, Bush Bearings.","...More","Send Enquiry"
"SHREE SAI LIFE SCIENCES","https://www.indianindustriesdirectory.com/companyinfo/shree-sai-life-sciences-thane-126360.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","400703","https://www.indianindustriesdirectory.com/pincode/thane/400703/chemicals.html",",INDIA","Contact Person: MR. SANJEEV RAUT","Tel No.  - 8169356778","Manufacturer of Chemical.","...More","Send Enquiry"
"GOWRA PETROCHEM","https://www.indianindustriesdirectory.com/companyinfo/gowra-petrochem-bangalore-133271.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560053","https://www.indianindustriesdirectory.com/pincode/bangalore/560053/chemicals.html",",INDIA","Contact Person:","Tel No. 080 - 22204914","Dealers of Chemicals, Bio Chemicals, Solvents Chemicals.","...More","Send Enquiry"
"RAJIV ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/rajiv-enterprises-vijayawada-135395.html","VIJAYAWADA","https://www.indianindustriesdirectory.com/district/vijayawada/chemicals.html","-","521228","https://www.indianindustriesdirectory.com/pincode/vijayawada/521228/chemicals.html",",INDIA","Contact Person: MR. VIJAY RAJIV","Tel No.  - 9885089271","Chemical Solvents.","...More","Send Enquiry"
"AGROCARE INDIA PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/agrocare-india-pvtltd-bangalore-133178.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560032","https://www.indianindustriesdirectory.com/pincode/bangalore/560032/chemicals.html",",INDIA","Contact Person: MR. SURESH","Tel No. 080 - 23544290","Manufacturer of Chemicals and Solvents.","...More","Send Enquiry"
"IHS CHEMICAL","https://www.indianindustriesdirectory.com/companyinfo/ihs-chemical-delhi-124842.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110060","https://www.indianindustriesdirectory.com/pincode/delhi/110060/chemicals.html",",INDIA","Contact Person: MS. ISH WALIA","Tel No. 011 - 28742272","Chemical Products.","...More","Send Enquiry"
"ARIHANT CHEMICAL","https://www.indianindustriesdirectory.com/companyinfo/arihant-chemical-mumbai-126425.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400056","https://www.indianindustriesdirectory.com/pincode/mumbai/400056/chemicals.html",",INDIA","Contact Person: MR. PIYUSH MEHTA","Tel No.  - 9820410476","Chemical Dealers.","...More","Send Enquiry"
"SHAKUNTLA SCIENTIFIC TRADERS","https://www.indianindustriesdirectory.com/companyinfo/shakuntla-scientific-traders-delhi-126934.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110027","https://www.indianindustriesdirectory.com/pincode/delhi/110027/chemicals.html",",INDIA","Contact Person: MR. PRASHANT","Tel No.  - 8826834354","Dealers & Suppliers of Testing & Measuring Equipment, Laboratory Equipment, Glass Ware and Chemical,","...More","Send Enquiry"
"A.J. SOLAR","https://www.indianindustriesdirectory.com/companyinfo/aj-solar-thane-127122.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421501","https://www.indianindustriesdirectory.com/pincode/thane/421501/chemicals.html",",INDIA","Contact Person: MR. YATIN BOIR","Tel No. 0 - 8879001873","Chemical, Sulphar, Soda Ash","...More","Send Enquiry"
"AQUA PURE AND PERFECT CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/aqua-pure-and-perfect-chemicals-bangalore-133180.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560091","https://www.indianindustriesdirectory.com/pincode/bangalore/560091/chemicals.html",",INDIA","Contact Person:","Tel No. 080 - 88047529","Chemical Manufacturers and Dealers.","...More","Send Enquiry"
"RUBAL INGREDIENTS","https://www.indianindustriesdirectory.com/companyinfo/rubal-ingredients-amravati-133349.html","AMRAVATI","https://www.indianindustriesdirectory.com/district/amravati/chemicals.html","-","444606","https://www.indianindustriesdirectory.com/pincode/amravati/444606/chemicals.html",",INDIA","Contact Person: MS. SNEHAL AMBULKAR","Tel No.  - 8668461705","Manufacturer of Silica, Chemicals required for Industries like Pharmaceuticals which includes API, E","...More","Send Enquiry"
"MDB CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/mdb-chemicals-pvtltd-jalgaon-125100.html","JALGAON","https://www.indianindustriesdirectory.com/district/jalgaon/chemicals.html","-","425109","https://www.indianindustriesdirectory.com/pincode/jalgaon/425109/chemicals.html",",INDIA","Contact Person: MR. 	PANKAJ B KULKARNI","Tel No.  - 9423787790","Manufacturer of Chemicals.","...More","Send Enquiry"
"NOVICHEM CO.","https://www.indianindustriesdirectory.com/companyinfo/novichem-co-india-other-than-132121.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","0000000","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/0000000/chemicals.html",",OTHER","Contact Person: MR. REZA EBADI","Tel No.  - 9903331305","Manufacturer of Chemicals.","...More","Send Enquiry"
"RAJ SHREE CHEMICAL","https://www.indianindustriesdirectory.com/companyinfo/raj-shree-chemical-thane-134283.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","401501","https://www.indianindustriesdirectory.com/pincode/thane/401501/chemicals.html",",INDIA","Contact Person: MR. RAJENDRA RATHORE","Tel No.  - 7875227722","Dealers of Chemicals, Services of Technical Grade Urea.","...More","Send Enquiry"
"SIYA SCIENTIFIC","https://www.indianindustriesdirectory.com/companyinfo/siya-scientific-pune-135684.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","413133","https://www.indianindustriesdirectory.com/pincode/pune/413133/chemicals.html",",INDIA","Contact Person: MR. RAVIKIRAN KHARTODE","Tel No.  - 9423169763","Dealers of Chemicals, Glassware, Plasticware, Scientific Equipment and Instruments.","...More","Send Enquiry"
"4M SOLVENTS AND CHEMICALS COMPANY","https://www.indianindustriesdirectory.com/companyinfo/4m-solvents-and-chemicals-company-chennai-132561.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","603110","https://www.indianindustriesdirectory.com/pincode/chennai/603110/chemicals.html",",INDIA","Contact Person: MR. MAHADEV KUMAR","Tel No.  - 8939817828","IPA, MDC, Acetone other Chemicals and Solvents Supplier.","...More","Send Enquiry"
"LABOGENS FINE CHEM INDUSTRY","https://www.indianindustriesdirectory.com/companyinfo/labogens-fine-chem-industry-jalandhar-134933.html","JALANDHAR","https://www.indianindustriesdirectory.com/district/jalandhar/chemicals.html","-","141007","https://www.indianindustriesdirectory.com/pincode/jalandhar/141007/chemicals.html",",INDIA","Contact Person: MR. SANJEEV VERMA","Tel No.  - 9316133940","Chemicals Manufacturer.","...More","Send Enquiry"
"AVALANCHE IMPEX PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/avalanche-impex-pvtltd-mumbai-125259.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400051","https://www.indianindustriesdirectory.com/pincode/mumbai/400051/chemicals.html",",INDIA","Contact Person: MS. PRITI VISHWAKARMA","Tel No. 022 - 26401301 /02 /03","Wholesaler of Chemicals, Mineral Turpentine Oil, Base Oil, Fuel Oil.","...More","Send Enquiry"
"SAMARTH INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/samarth-industries-sangli-129960.html","SANGLI","https://www.indianindustriesdirectory.com/district/sangli/chemicals.html","-","416410","https://www.indianindustriesdirectory.com/pincode/sangli/416410/chemicals.html",",INDIA","Contact Person: MR. AJIT PATIL","Tel No. 0233 - 2644848","Manugacturer of Chemical.","...More","Send Enquiry"
"SRI KRISHNA CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/sri-krishna-chemicals-coimbatore-133483.html","COIMBATORE","https://www.indianindustriesdirectory.com/district/coimbatore/chemicals.html","-","641021","https://www.indianindustriesdirectory.com/pincode/coimbatore/641021/chemicals.html",",INDIA","Contact Person:","Tel No. 0422 - 2672682, 2679530","Sodium Hypochlorite, HYDROCHLORIC ACID, Hydrated Lime Powder, Soda Ash, SMBS, Flocculants, Bleaching","...More","Send Enquiry"
"CSM INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/csm-industries-ahmednagar-134751.html","AHMEDNAGAR","https://www.indianindustriesdirectory.com/district/ahmednagar/chemicals.html","-","423601","https://www.indianindustriesdirectory.com/pincode/ahmednagar/423601/chemicals.html",",INDIA","Contact Person: MR. CHANDRASHEKHAR MHASKE","Tel No.  - 9518519911","Sugarprocess U Distillery Chemical Suppliers.","...More","Send Enquiry"
"PURE CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/pure-chemicals-chennai-136633.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600040","https://www.indianindustriesdirectory.com/pincode/chennai/600040/chemicals.html",",INDIA","Contact Person: MR. KESAV S","Tel No.  - 7338820509","Chemical Manufacturer, Suppliers and Distributors.","...More","Send Enquiry"
"VAIBHAV TRADERS","https://www.indianindustriesdirectory.com/companyinfo/vaibhav-traders-aurangabad-135959.html","AURANGABAD","https://www.indianindustriesdirectory.com/district/aurangabad/chemicals.html","-","431136","https://www.indianindustriesdirectory.com/pincode/aurangabad/431136/chemicals.html",",INDIA","Contact Person: MR. SANDIP KATARE","Tel No.  - 7709693276","Chemical Dealers.","...More","Send Enquiry"
"PRABHAT CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/prabhat-chemicals-delhi-136274.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110001","https://www.indianindustriesdirectory.com/pincode/delhi/110001/chemicals.html",",INDIA","Contact Person: MR. DAVID WILCOX","Tel No. 0 - 9010260729","Manufacturer of Flubromazolam, Flualprazolam, Bromazolam, Meclonazepam, Nifoxipam, Etizolam, Clonazo","...More","Send Enquiry"
"ALEX CHEMICAL LABORATORY","https://www.indianindustriesdirectory.com/companyinfo/alex-chemical-laboratory-bangalore-131189.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","580580","https://www.indianindustriesdirectory.com/pincode/bangalore/580580/chemicals.html",",INDIA","Contact Person: DR JAMES ALEX","Tel No.  - 7410141762","vales.","...More","Send Enquiry"
"MAJORHUB OLEOCHEMICALS PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/majorhub-oleochemicals-pvt-ltd-mumbai-125530.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400060","https://www.indianindustriesdirectory.com/pincode/mumbai/400060/chemicals.html",",INDIA","Contact Person: MR. M.R. MEHTA (DIRECTOR)","Tel No. 022 - 28204891","Plastic Additives , Rubber Additives, Fatty Acids Distilled Fatty Acid, Stearines (Stearic Acids), O","...More","Send Enquiry"
"BHARAT CHEMICAL PRODUCTS","https://www.indianindustriesdirectory.com/companyinfo/bharat-chemical-products-bangalore-133177.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560060","https://www.indianindustriesdirectory.com/pincode/bangalore/560060/chemicals.html",",INDIA","Contact Person:","Tel No. 080 - 28437216","Chemical Manufacturers & Dealers.","...More","Send Enquiry"
"CHEMFE CHEMICALS CORPORATION LLP","https://www.indianindustriesdirectory.com/companyinfo/chemfe-chemicals-corporation-llp-mumbai-124589.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400101","https://www.indianindustriesdirectory.com/pincode/mumbai/400101/chemicals.html",",INDIA","Contact Person: MR. RAJENDRA SINGH BORA (MD)","Tel No. 0 - 9004297844","Specialty Chemicals .","...More","Send Enquiry"
"NIKNAM CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/niknam-chemicals-pvtltd-delhi-125723.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110027","https://www.indianindustriesdirectory.com/pincode/delhi/110027/chemicals.html",",INDIA","Contact Person: MR. SUSHIL LADHA (CEO) / MR. NIKET LADHA (DIRECTOR)","Tel No. 011 - 47048488 / 25103344","Manufacturing, Exporting, And Supplying Of Quality Fire Retardants, Flame Retardants & Smoke Suppres","...More","Send Enquiry"
"BENZOCHEM INDUSTRIES","https://www.indianindustriesdirectory.com/companyinfo/benzochem-industries-thane-130612.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421506","https://www.indianindustriesdirectory.com/pincode/thane/421506/chemicals.html",",INDIA","Contact Person: MR. ABDULLA FIROZ KANCHWALA","Tel No. 0251 - 2610111","Cardnol, Recidol.","...More","Send Enquiry"
"ARYAN BUFF MFG. CO.","https://www.indianindustriesdirectory.com/companyinfo/aryan-buff-mfg-co-agra-132329.html","AGRA","https://www.indianindustriesdirectory.com/district/agra/chemicals.html","-","282004","https://www.indianindustriesdirectory.com/pincode/agra/282004/chemicals.html",",INDIA","Contact Person: MR.JITENDRA JAIN","Tel No. 0562 - 2854855/9837049099","Manufacturing & Exporting A Very Good Quality Of All Types Of Shoe Soles, Insoles & Other Shoe Compo","...More","Send Enquiry"
"AMRUTESWARI ENTERPRISES","https://www.indianindustriesdirectory.com/companyinfo/amruteswari-enterprises-bangalore-133179.html","BANGALORE","https://www.indianindustriesdirectory.com/district/bangalore/chemicals.html","-","560010","https://www.indianindustriesdirectory.com/pincode/bangalore/560010/chemicals.html",",INDIA","Contact Person:","Tel No. 080 - 23351201","Manufacturer of Chemicals and Industrial Chemicals.","...More","Send Enquiry"
"SAI NAYYAR TRADING COMPANY","https://www.indianindustriesdirectory.com/companyinfo/sai-nayyar-trading-company-delhi-136689.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110034","https://www.indianindustriesdirectory.com/pincode/delhi/110034/chemicals.html",",INDIA","Contact Person: MS. RAJNI NAYYAR","Tel No.  - 8447920366","Suppliers of Chemicals, Di Propylene Glycol.","...More","Send Enquiry"
"RUCHI CHEM","https://www.indianindustriesdirectory.com/companyinfo/ruchi-chem-mumbai-120118.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400092","https://www.indianindustriesdirectory.com/pincode/mumbai/400092/chemicals.html",",INDIA","Contact Person: MR. DINESH SHAH","Tel No. 0 - 9223432134","Chemical.","...More","Send Enquiry"
"SHARP MINT LIMITED","https://www.indianindustriesdirectory.com/companyinfo/sharp-mint-limited-delhi-122164.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110009","https://www.indianindustriesdirectory.com/pincode/delhi/110009/chemicals.html",",INDIA","Contact Person:","Tel No. 011 - 42290700","Menthol Crystal, Mentha oil , Rectified Peppermint Oil, Mint Blend , Mint Blend Spearmint Oil, Menth","...More","Send Enquiry"
"ONLINE CHEM SHOP","https://www.indianindustriesdirectory.com/companyinfo/online-chem-shop-india-other-than-122421.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","90039","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/90039/chemicals.html",",OTHER","Contact Person: MR. LARSON","Tel No. 0 - 8189838833","Buy Abstral (Fentanyl) Online.","...More","Send Enquiry"
"OSWAL CABLE PRODUCTS PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/oswal-cable-products-pvt-ltd-delhi-122308.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110052","https://www.indianindustriesdirectory.com/pincode/delhi/110052/chemicals.html",",INDIA","Contact Person: MR. KAMAL DAGA  /  MR. GAURAV DAGA","Tel No. 011 - 43666000 / 27377071 / 74","Leading Distributor Of A Broad Range Of PVC Resins And Chemicals & Additives As Required For Compoun","...More","Send Enquiry"
"GULSHAN POLYOLS LTD.","https://www.indianindustriesdirectory.com/companyinfo/gulshan-polyols-ltd-delhi-119353.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110092","https://www.indianindustriesdirectory.com/pincode/delhi/110092/chemicals.html",",INDIA","Contact Person: MR. AVDESH KUMAR","Tel No. 022 - 32535659/39533597","Manufacturers of Ethanol / Bio-Fuel, Grain and Mineral based Specialty Products, Calcium Carbonate,","...More","Send Enquiry"
"HALDIA PETROCHEMICALS LTD.","https://www.indianindustriesdirectory.com/companyinfo/haldia-petrochemicals-ltd-kolkata-119601.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700091","https://www.indianindustriesdirectory.com/pincode/kolkata/700091/chemicals.html",",INDIA","Contact Person:","Tel No. 033 - 71122334 / 71122445","We Manufacture a range of Polymers and Chemicals.","...More","Send Enquiry"
"CHEMROS SOLUTIONS","https://www.indianindustriesdirectory.com/companyinfo/chemros-solutions-thane-120722.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","400701","https://www.indianindustriesdirectory.com/pincode/thane/400701/chemicals.html",",INDIA","Contact Person: MS. POONAM NETKE","Tel No. 0 - 8828352931","Supply Of Chemicals, Laboratory Reagents And Miscellaneous Items.","...More","Send Enquiry"
"TUTICORIN ALKALI CHEMICALS AND FERTILISERS LTD.","https://www.indianindustriesdirectory.com/companyinfo/tuticorin-alkali-chemicals-and-fertilisers-ltd-chennai-121405.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600032","https://www.indianindustriesdirectory.com/pincode/chennai/600032/chemicals.html",",INDIA","Contact Person:","Tel No. 044 - 2235 2513","Specializes in Chemical and Fertilizers such as Alkali Chemicals, Soda Ash, Ammonium Chloride, Sodiu","...More","Send Enquiry"
"AQUA SAI TESCHNOLOGIES","https://www.indianindustriesdirectory.com/companyinfo/aqua-sai-teschnologies-pune-122703.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411015","https://www.indianindustriesdirectory.com/pincode/pune/411015/chemicals.html",",INDIA","Contact Person: MR. VIJAYKUMAR (MD)","Tel No. 0 - 8830971802","Cooling Tower, Chemicals, Ro Plant.","...More","Send Enquiry"
"M.K. FABRICATORS  ENGINEERING CONTRACTORS","https://www.indianindustriesdirectory.com/companyinfo/mk-fabricatorsengineering-contractors-thane-123583.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421506","https://www.indianindustriesdirectory.com/pincode/thane/421506/chemicals.html",",INDIA","Contact Person: MR. AVIJIT GUHA","Tel No. 0251 - 2620016","Chemicals, Dyes and Pigments, Chemical Plant Equipment.","...More","Send Enquiry"
"ESKAY SPECIALITY CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/eskay-speciality-chemicals-mumbai-119188.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400018","https://www.indianindustriesdirectory.com/pincode/mumbai/400018/chemicals.html",",INDIA","Contact Person: MR. LALIT SHAH / MR. KETAN SHAH","Tel No. 022 - 66227575","Manufacturer Of Bulk Drugs, Chemicals And Pharmaceutical Formulations.","...More","Send Enquiry"
"MADRAS FERTILIZERS LTD.","https://www.indianindustriesdirectory.com/companyinfo/madras-fertilizers-ltd-chennai-121501.html","CHENNAI","https://www.indianindustriesdirectory.com/district/chennai/chemicals.html","-","600068","https://www.indianindustriesdirectory.com/pincode/chennai/600068/chemicals.html",",INDIA","Contact Person:","Tel No. 044 - 25941001 / 25941201","Chemicals and Fertilizers. We offer Bio Fertilizer and Agro Chemicals.","...More","Send Enquiry"
"CROP CARE FEDERATION OF INDIA","https://www.indianindustriesdirectory.com/companyinfo/crop-care-federation-of-india-delhi-122116.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110008","https://www.indianindustriesdirectory.com/pincode/delhi/110008/chemicals.html",",INDIA","Contact Person: SHRI. NIRMAL PATHRAWA (EXECUTIVE DIRECTOR)","Tel No. 011 - 45036245","Leading Pesticides Manufacturers And Formulators.","...More","Send Enquiry"
"AAV MINERAL AND CHEMICALS INDUSTRIES PVT. LTD.","https://www.indianindustriesdirectory.com/companyinfo/aav-mineral-and-chemicals-industries-pvt-ltd-delhi-122522.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110015","https://www.indianindustriesdirectory.com/pincode/delhi/110015/chemicals.html",",INDIA","Contact Person: MR. VIJAY KUMAR WAHI (DIRECTOR)","Tel No. 011 - 25418936, 45734324, 32578748","Manufacture And Supplier Of Chemicals, Minerals, Micro Fine Fillers, Micro Fine Calcine, Calcium Car","...More","Send Enquiry"
"GHCL LIMITED","https://www.indianindustriesdirectory.com/companyinfo/ghcl-limited-noida-122126.html","NOIDA","https://www.indianindustriesdirectory.com/district/noida/chemicals.html","-","201301","https://www.indianindustriesdirectory.com/pincode/noida/201301/chemicals.html",",INDIA","Contact Person: MS. KRITI SAHANI","Tel No. 0120 - 4939900/2535335","Manufacturers Of Soda Ash Light, Soda Ash Dense And Sodium Bicarbonate (Technical, Animal Feed & Foo","...More","Send Enquiry"
"ONLINE CHEM FOREST","https://www.indianindustriesdirectory.com/companyinfo/online-chem-forest-india-other-than-122418.html","INDIA OTHER THAN","https://www.indianindustriesdirectory.com/district/india%20other%20than/chemicals.html","-","75219","https://www.indianindustriesdirectory.com/pincode/india%20other%20than/75219/chemicals.html",",OTHER","Contact Person: MR. HANNIL","Tel No. 0 - 9725355793","Online Chemforest Research-Chemicals.","...More","Send Enquiry"
"STRIDES CHEMICALS PVT.LTD.","https://www.indianindustriesdirectory.com/companyinfo/strides-chemicals-pvtltd-thane-124047.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421506","https://www.indianindustriesdirectory.com/pincode/thane/421506/chemicals.html",",INDIA","Contact Person: MR. SADANAND BHATAWADEKAR","Tel No. 0251 - 3983412 / 3983443","Manufacturer of Dermatological Chemical, Chemical Compound & Nasal Sprays.","...More","Send Enquiry"
"THE STANDARD PROCESSORS","https://www.indianindustriesdirectory.com/companyinfo/the-standard-processors-pune-119384.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","411035","https://www.indianindustriesdirectory.com/pincode/pune/411035/chemicals.html",",INDIA","Contact Person: MR. MANDAR GIRISH JOSHI","Tel No. 0 - 9595522285","Manfacturer Of Metalurgical Chemical & Fluxes.","...More","Send Enquiry"
"SUNLIGHT AGENCIES","https://www.indianindustriesdirectory.com/companyinfo/sunlight-agencies-tirupur-121230.html","TIRUPUR","https://www.indianindustriesdirectory.com/district/tirupur/chemicals.html","-","641604","https://www.indianindustriesdirectory.com/pincode/tirupur/641604/chemicals.html",",INDIA","Contact Person:","Tel No. 0421 - 2232777/ 2232999","Importer of Dyes and Chemicals. Reactive Dyes, Disperse Dyes, Vat Dyes, Textile Printing Inks.","...More","Send Enquiry"
"CROPLISE INDIA","https://www.indianindustriesdirectory.com/companyinfo/croplise-india-delhi-122117.html","DELHI","https://www.indianindustriesdirectory.com/district/delhi/chemicals.html","-","110066","https://www.indianindustriesdirectory.com/pincode/delhi/110066/chemicals.html",",INDIA","Contact Person: SHRI. G.SRIVASTAVA (CEO)","Tel No. 011 - 26187356","Chemical & Pharmaceutical.","...More","Send Enquiry"
"MONOMER CHEMICAL INDUSTRIES LTD.","https://www.indianindustriesdirectory.com/companyinfo/monomer-chemical-industries-ltd-thane-123650.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421501","https://www.indianindustriesdirectory.com/pincode/thane/421501/chemicals.html",",INDIA","Contact Person: MRS. GEETA V. NIKTE / MR. GAVAS (HR)","Tel No. 0251 - 2683164 / 67 / 2620104 / 2021403","Chemical For Plaster Waterproofing, SBR Latex Liquid, Sodium Gluconate.","...More","Send Enquiry"
"DURGAPUR CHEMICALS LTD.","https://www.indianindustriesdirectory.com/companyinfo/durgapur-chemicals-ltd-kolkata-122123.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700071","https://www.indianindustriesdirectory.com/pincode/kolkata/700071/chemicals.html",",INDIA","Contact Person:","Tel No. 033 - 22474556","suppliers of Chemical Supplies ,Textile Chemicals, Industrial Chemicals, Detergent, Acid, Lime & Lim","...More","Send Enquiry"
"JAYSHREE CHEMICAL LTD.","https://www.indianindustriesdirectory.com/companyinfo/jayshree-chemical-ltd-kolkata-122127.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700016","https://www.indianindustriesdirectory.com/pincode/kolkata/700016/chemicals.html",",INDIA","Contact Person:","Tel No. 033 - 22656271","Chlor Alkali Manufacturing.","...More","Send Enquiry"
"ARCL ORGANICS LTD.","https://www.indianindustriesdirectory.com/companyinfo/arcl-organics-ltd-kolkata-122142.html","KOLKATA","https://www.indianindustriesdirectory.com/district/kolkata/chemicals.html","-","700017","https://www.indianindustriesdirectory.com/pincode/kolkata/700017/chemicals.html",",INDIA","Contact Person:","Tel No. 033 - 22832865","Resin Manufacturer.","...More","Send Enquiry"
"SRF LTD.","https://www.indianindustriesdirectory.com/companyinfo/srf-ltd-gurgaon-122160.html","GURGAON","https://www.indianindustriesdirectory.com/district/gurgaon/chemicals.html","-","122003","https://www.indianindustriesdirectory.com/pincode/gurgaon/122003/chemicals.html",",INDIA","Contact Person: MR. ASHISH BHARAT RAM (MD)","Tel No. 0124 - 4354400","Manufacturer Of Technical Textiles , Fluoro Chemicals, Specialty Chemicals, Engineering Plastics Com","...More","Send Enquiry"
"ACHARYA CHEMICALS","https://www.indianindustriesdirectory.com/companyinfo/acharya-chemicals-thane-122249.html","THANE","https://www.indianindustriesdirectory.com/district/thane/chemicals.html","-","421501","https://www.indianindustriesdirectory.com/pincode/thane/421501/chemicals.html",",INDIA","Contact Person: MR. RAJESH PARAB / MR. V. KANAN","Tel No. 0251 - 2680267/0467","Pharmaceutical Ingredients, API, Intermediates and Speciality Chemicals,
Metronidazole Benzoate, 2-","...More","Send Enquiry"
"S.BROS.MECHANICAL WORKS","https://www.indianindustriesdirectory.com/companyinfo/sbrosmechanical-works-pune-122753.html","PUNE","https://www.indianindustriesdirectory.com/district/pune/chemicals.html","-","412206","https://www.indianindustriesdirectory.com/pincode/pune/412206/chemicals.html",",INDIA","Contact Person: MR. SWAPNIL SALUNKE / MR. SURESH SALUNKE","Tel No. 0 - 9822995100","Specialist in Dyes, Intermediates, Chemicals, Sugar Plants, Flaking Machines, Structural Engineering","...More","Send Enquiry"
"NOVA OLEOCHEM LTD.","https://www.indianindustriesdirectory.com/companyinfo/nova-oleochem-ltd-mumbai-120088.html","MUMBAI","https://www.indianindustriesdirectory.com/district/mumbai/chemicals.html","-","400002","https://www.indianindustriesdirectory.com/pincode/mumbai/400002/chemicals.html",",INDIA","Contact Person: MR. KETAN F KARANI (MANAGING DIRECTOR)","Tel No. 022 - 66392767","Inorganic Laboratory Chemicals, Inorganic Analytical Chemicals, Toilet Soaps, Edible Oils, Silver","...More","Send Enquiry"
